id	length
LOC100160149	270
LOC100160150	2040
LOC100160151	1698
LOC100160152	1422
LOC100160153	2116.5
LOC100160154	1404
LOC100160156	1278
LOC100160157	723
LOC100160158	1173
LOC100160159	5066
LOC100160160	576
LOC100160161	1497
LOC100160162	2110
LOC100160163	771
LOC100160164	438
LOC100160165	1227
LOC100160168	6510
LOC100160169	11099.25
LOC100160172	429
LOC100160173	5496
LOC100160174	1560
LOC100160175	703
LOC100160176	4404
LOC100160177	3858
LOC100160178	7596
LOC100160179	810
LOC100160180	708
LOC100160182	651
LOC100160183	390
LOC100160184	2379
LOC100160185	936
LOC100160186	2691
LOC100160187	1068
LOC100160189	810
LOC100160190	834
LOC100160192	4002
LOC100160193	549
LOC100160194	819
LOC100160195	3006
LOC100160197	3357
LOC100160198	999
LOC100160201	1719
LOC100160202	1623.75
LOC100160203	1288.5
LOC100160204	1638
LOC100160205	393
LOC100160206	822
LOC100160207	1864.5
LOC100160209	1431
LOC100160210	1611
LOC100160211	975
LOC100160212	1339
LOC100160213	1558.5
LOC100160214	9499
LOC100160215	651
LOC100160216	858
LOC100160217	1020
LOC100160218	2829
LOC100160219	3064
LOC100160220	996
LOC100160221	1173
LOC100160222	2253
LOC100160223	1041
LOC100160225	1179
LOC100160226	492
LOC100160227	657
LOC100160232	1917
LOC100160233	465
LOC100160234	657
LOC100160235	990
LOC100160237	1016.5
LOC100160238	2781
LOC100160240	1278
LOC100160241	1998
LOC100160246	3612
LOC100160247	1653
LOC100160248	2022
LOC100160249	964.5
LOC100160250	1635
LOC100160251	1362
LOC100160252	477
LOC100160253	1614
LOC100160254	1539
LOC100160255	2001
LOC100160256	378
LOC100160257	2535
LOC100160259	1960.5
LOC100160260	1581.75
LOC100160261	5934
LOC100160262	1911
LOC100160263	3987
LOC100160264	2473
LOC100160265	1671
LOC100160266	627
LOC100160267	885
LOC100160269	1971
LOC100160271	2187
LOC100160272	1377
LOC100160273	1137
LOC100160274	327
LOC100160275	1206
LOC100160276	1548
LOC100160277	1992
LOC100160278	804
LOC100160279	3331.5
LOC100160280	1179
LOC100160281	567
LOC100160284	2046
LOC100160285	453
LOC100160286	504
LOC100160287	2478
LOC100160289	1914
LOC100160291	4802.25
LOC100160293	1683
LOC100160294	2208
LOC100160295	1986
LOC100160296	1947
LOC100160299	2205.75
LOC100160300	1266
LOC100160301	687
LOC100160303	1827
LOC100160304	1458
LOC100160306	1077
LOC100160307	1281
LOC100160308	1311
LOC100160309	1023
LOC100160310	47947.3846153846
LOC100160311	4023
LOC100160312	1404
LOC100160313	15327
LOC100160314	1533
LOC100160315	2247
LOC100160317	2697
LOC100160318	2634
LOC100160319	453
LOC100160321	5085
LOC100160322	4002
LOC100160324	1569
LOC100160326	543
LOC100160327	354
LOC100160328	1128
LOC100160329	436.5
LOC100160330	897
LOC100160332	3052
LOC100160333	1215
LOC100160334	1375.5
LOC100160335	1020
LOC100160337	664.5
LOC100160338	1011
LOC100160340	498
LOC100160342	1233
LOC100160344	1006
LOC100160345	1168.5
LOC100160347	3060
LOC100160348	783
LOC100160350	1454.5
LOC100160351	252
LOC100160352	1311
LOC100160353	381
LOC100160354	495
LOC100160356	1569
LOC100160357	597
LOC100160359	3321
LOC100160360	450
LOC100160361	960
LOC100160363	1395
LOC100160364	1293
LOC100160365	3349.5
LOC100160366	1507.5
LOC100160367	1324.66666666667
LOC100160368	7009.5
LOC100160370	676.5
LOC100160371	291
LOC100160372	3435
LOC100160373	3719
LOC100160375	1302
LOC100160376	600
LOC100160377	2050
LOC100160379	663
LOC100160380	1557
LOC100160381	351
LOC100160382	1155
LOC100160383	1149
LOC100160384	1455
LOC100160385	3003
LOC100160386	1602
LOC100160387	528
LOC100160388	849
LOC100160390	3599.4
LOC100160392	483
LOC100160394	969
LOC100160395	1317
LOC100160396	1473
LOC100160397	3756.75
LOC100160398	2256
LOC100160399	631.5
LOC100160401	3498
LOC100160402	1357.5
LOC100160404	663
LOC100160406	1389
LOC100160408	783
LOC100160409	906
LOC100160410	303
LOC100160411	1975
LOC100160412	1415.5
LOC100160413	1377
LOC100160415	465
LOC100160416	348
LOC100160417	1719
LOC100160419	2004
LOC100160420	1872
LOC100160421	822
LOC100160423	456
LOC100160425	1329
LOC100160427	1215
LOC100160428	1767
LOC100160429	1335
LOC100160430	1842
LOC100160431	2154
LOC100160432	2049
LOC100160433	1569
LOC100160435	1128
LOC100160436	1377
LOC100160440	1455
LOC100160441	1586
LOC100160442	965.25
LOC100160443	1200
LOC100160444	3528
LOC100160446	1113
LOC100160447	1353
LOC100160448	1707
LOC100160449	1140
LOC100160450	1875
LOC100160451	3048.5
LOC100160452	870
LOC100160453	1377
LOC100160456	3546
LOC100160459	18024
LOC100160461	654
LOC100160462	2172
LOC100160464	1296
LOC100160465	2700
LOC100160466	1554
LOC100160467	1223
LOC100160468	745.5
LOC100160469	2262
LOC100160470	1368
LOC100160471	1425
LOC100160472	1911
LOC100160473	820.5
LOC100160474	822
LOC100160475	1533
LOC100160476	2785.5
LOC100160477	750
LOC100160479	456
LOC100160481	4428
LOC100160482	2719
LOC100160485	1419
LOC100160486	1470
LOC100160487	318
LOC100160488	1443
LOC100160490	1392
LOC100160493	2142
LOC100160494	348
LOC100160497	1104
LOC100160498	1599
LOC100160499	1146
LOC100160500	5385
LOC100160501	822
LOC100160502	2115
LOC100160503	1687.5
LOC100160504	507
LOC100160505	6901.5
LOC100160507	1752
LOC100160508	471
LOC100160509	384
LOC100160510	567
LOC100160512	1563
LOC100160513	5919
LOC100160514	1128
LOC100160515	660
LOC100160516	603
LOC100160517	1331.33333333333
LOC100160518	4366
LOC100160519	2064
LOC100160520	1061.25
LOC100160521	2860.28571428571
LOC100160523	1674
LOC100160524	2931
LOC100160527	992
LOC100160528	2139
LOC100160529	1356
LOC100160530	2715
LOC100160531	873
LOC100160532	3297
LOC100160534	891
LOC100160535	897
LOC100160536	912
LOC100160538	1914
LOC100160539	348
LOC100160541	1788
LOC100160542	1818
LOC100160543	2125.5
LOC100160544	1990.5
LOC100160545	1068
LOC100160546	711
LOC100160547	1287
LOC100160548	1356
LOC100160549	2172
LOC100160550	1248
LOC100160552	1506
LOC100160553	903
LOC100160554	2391
LOC100160556	4107
LOC100160558	1851
LOC100160559	1479
LOC100160560	570
LOC100160561	2784
LOC100160562	825
LOC100160563	4089
LOC100160565	834
LOC100160566	1776
LOC100160568	1521
LOC100160569	1029
LOC100160570	1374
LOC100160572	930
LOC100160573	453
LOC100160574	537
LOC100160576	675
LOC100160577	453
LOC100160578	825
LOC100160579	1284
LOC100160582	309
LOC100160583	2196
LOC100160584	3340.875
LOC100160585	1257
LOC100160586	1021.5
LOC100160587	1317
LOC100160588	1276
LOC100160590	1086
LOC100160591	1902
LOC100160593	606
LOC100160594	3300
LOC100160595	2253
LOC100160596	1437
LOC100160598	2822
LOC100160599	1480.5
LOC100160600	3453
LOC100160601	639
LOC100160602	1479
LOC100160603	877.5
LOC100160605	1533
LOC100160608	1404
LOC100160609	603
LOC100160611	579
LOC100160612	1311
LOC100160614	5880
LOC100160616	2512.5
LOC100160617	3746.4
LOC100160618	1602
LOC100160619	1147
LOC100160620	912
LOC100160622	771
LOC100160623	3822
LOC100160625	969
LOC100160627	2157.75
LOC100160628	1473
LOC100160629	1533
LOC100160630	1227
LOC100160631	1647
LOC100160632	474
LOC100160633	1935
LOC100160634	1596
LOC100160636	1554
LOC100160637	924
LOC100160638	1610
LOC100160639	1803
LOC100160640	438
LOC100160641	1633.5
LOC100160642	1462.5
LOC100160643	1083
LOC100160644	816
LOC100160645	606
LOC100160646	1065
LOC100160647	900
LOC100160648	1638
LOC100160649	1590
LOC100160652	1089
LOC100160653	693
LOC100160656	816
LOC100160657	4162.5
LOC100160658	1090.5
LOC100160659	2382.6
LOC100160660	975
LOC100160661	2412
LOC100160662	633.333333333333
LOC100160663	1645.5
LOC100160664	750
LOC100160665	2444
LOC100160667	948
LOC100160668	2895
LOC100160670	579
LOC100160676	645
LOC100160677	1131
LOC100160678	1836
LOC100160679	2028
LOC100160680	1506
LOC100160681	1593
LOC100160682	1917
LOC100160684	1767
LOC100160685	966
LOC100160686	798
LOC100160687	816
LOC100160689	2517
LOC100160690	957
LOC100160691	957
LOC100160693	1266
LOC100160694	1693.5
LOC100160695	2784
LOC100160696	861
LOC100160697	1587
LOC100160700	1753.5
LOC100160701	471
LOC100160702	1598
LOC100160703	2385
LOC100160704	1683
LOC100160705	1500
LOC100160706	804
LOC100160707	1116
LOC100160708	1824
LOC100160709	570
LOC100160711	1185
LOC100160712	1332
LOC100160713	1489
LOC100160714	807
LOC100160715	1902
LOC100160716	876
LOC100160719	498
LOC100160720	1560
LOC100160721	1495
LOC100160723	456
LOC100160724	949.5
LOC100160726	2397
LOC100160727	822
LOC100160728	942
LOC100160729	1527
LOC100160730	1075
LOC100160731	2295
LOC100160732	1172.25
LOC100160733	774
LOC100160734	1300.5
LOC100160735	931.2
LOC100160736	2187
LOC100160737	364.5
LOC100160738	1440
LOC100160739	1047
LOC100160740	621
LOC100160741	1185
LOC100160742	1143
LOC100160743	914
LOC100160744	666
LOC100160745	951
LOC100160746	2778
LOC100160747	489
LOC100160748	1851
LOC100160750	1813.5
LOC100160751	1205.625
LOC100160752	2419.5
LOC100160753	1299
LOC100160754	1056
LOC100160755	915
LOC100160756	4185
LOC100160757	1287
LOC100160758	1464
LOC100160760	738
LOC100160761	1806
LOC100160762	879
LOC100160764	894
LOC100160765	888
LOC100160766	612
LOC100160767	1521
LOC100160768	570
LOC100160770	1738.5
LOC100160771	1071
LOC100160772	5172
LOC100160773	411
LOC100160774	1128
LOC100160775	1705.5
LOC100160776	1602
LOC100160777	1725
LOC100160778	1701
LOC100160779	1618.5
LOC100160780	5187
LOC100160782	1131
LOC100160783	1545
LOC100160785	960
LOC100160786	1245
LOC100160788	732
LOC100160789	1206
LOC100160790	546
LOC100160791	1476
LOC100160792	1494
LOC100160795	972
LOC100160796	915
LOC100160797	2826
LOC100160798	3522
LOC100160799	720
LOC100160800	1032
LOC100160801	987
LOC100160802	1633.5
LOC100160803	801
LOC100160804	10158
LOC100160807	2643.85714285714
LOC100160808	1554
LOC100160809	1626
LOC100160810	1602
LOC100160811	2787.75
LOC100160812	1809
LOC100160813	3459
LOC100160815	813
LOC100160817	4599
LOC100160818	2361
LOC100160819	12778.5
LOC100160820	3151.5
LOC100160821	1416
LOC100160822	1722
LOC100160824	1017
LOC100160827	555
LOC100160828	809
LOC100160830	999
LOC100160832	3555
LOC100160833	1392
LOC100160836	627
LOC100160839	1525.5
LOC100160840	1299
LOC100160841	1206
LOC100160843	3051
LOC100160844	312
LOC100160845	1569
LOC100160847	737
LOC100160848	582
LOC100160849	546
LOC100160850	4455
LOC100160851	1792.5
LOC100160852	1704
LOC100160853	483
LOC100160854	3270
LOC100160855	1254
LOC100160856	2455
LOC100160857	642
LOC100160858	2049
LOC100160859	618
LOC100160860	972
LOC100160861	1437
LOC100160862	606
LOC100160863	594
LOC100160864	546
LOC100160865	1203
LOC100160866	2376
LOC100160867	747
LOC100160868	1738.5
LOC100160869	1026
LOC100160870	1236
LOC100160872	1101
LOC100160876	1326
LOC100160877	1573
LOC100160879	2073
LOC100160880	3327
LOC100160881	2244
LOC100160882	3690
LOC100160884	384
LOC100160885	669
LOC100160886	1548
LOC100160887	819
LOC100160888	1239
LOC100160889	835.5
LOC100160891	1668
LOC100160892	1617
LOC100160893	2130
LOC100160894	702
LOC100160895	1560
LOC100160896	9690
LOC100160898	6264
LOC100160899	2046
LOC100160900	1359
LOC100160902	2328
LOC100160903	1800
LOC100160904	1586
LOC100160905	1532
LOC100160906	792
LOC100160908	1626
LOC100160909	465
LOC100160910	666
LOC100160911	1215
LOC100160913	1254
LOC100160914	1812
LOC100160916	387
LOC100160917	456
LOC100160918	927
LOC100160919	600
LOC100160920	6150
LOC100160921	363
LOC100160923	735
LOC100160925	1680
LOC100160926	1953
LOC100160927	843
LOC100160928	1164
LOC100160929	2697
LOC100160930	2559
LOC100160931	1587
LOC100160932	1353
LOC100160933	468
LOC100160935	1251
LOC100160936	3351
LOC100160938	1565
LOC100160939	249
LOC100160940	3060
LOC100160941	3309.75
LOC100160943	2043
LOC100160944	480
LOC100160946	1167
LOC100160947	1023
LOC100160949	2202
LOC100160950	594
LOC100160951	1194
LOC100160952	2640
LOC100160953	471
LOC100160955	5094
LOC100160956	1293
LOC100160958	357
LOC100160959	6589
LOC100160961	912
LOC100160963	1377
LOC100160964	1332
LOC100160965	669
LOC100160967	8121
LOC100160968	1143
LOC100160969	1485
LOC100160970	1569
LOC100160972	1749
LOC100160974	1272
LOC100160976	1236
LOC100160980	1671.75
LOC100160982	1143
LOC100160983	6000
LOC100160985	1125
LOC100160987	1953
LOC100160988	1653
LOC100160989	456
LOC100160991	1182
LOC100160992	1467
LOC100160993	5740.5
LOC100160994	951
LOC100160996	1410
LOC100160997	4524
LOC100160998	3458.25
LOC100161000	2772
LOC100161003	2616
LOC100161005	816
LOC100161006	1860
LOC100161007	327
LOC100161008	924
LOC100161009	1156
LOC100161010	3000
LOC100161011	1380
LOC100161012	701.25
LOC100161013	2259
LOC100161014	1202
LOC100161015	579
LOC100161016	858
LOC100161017	1599
LOC100161018	2751
LOC100161019	762
LOC100161020	2187
LOC100161021	1479
LOC100161022	960
LOC100161023	2358
LOC100161024	1374
LOC100161026	1615.5
LOC100161027	2997
LOC100161028	2304
LOC100161030	2415
LOC100161031	637
LOC100161032	2703
LOC100161033	1080
LOC100161036	670
LOC100161037	3483
LOC100161038	2670
LOC100161039	1584
LOC100161040	1380
LOC100161041	1569
LOC100161042	1488
LOC100161043	1795.5
LOC100161044	1053
LOC100161045	2691
LOC100161046	6216
LOC100161048	1587
LOC100161049	693
LOC100161050	1032
LOC100161051	1026
LOC100161052	5378.14285714286
LOC100161053	1553
LOC100161054	1131
LOC100161055	1206
LOC100161056	1236
LOC100161057	453
LOC100161058	1434
LOC100161059	979.5
LOC100161061	1836
LOC100161063	765
LOC100161065	1026
LOC100161066	1539
LOC100161067	1488
LOC100161068	3042
LOC100161069	978
LOC100161070	606
LOC100161071	1065
LOC100161072	1692
LOC100161074	1371
LOC100161075	717
LOC100161078	1905
LOC100161079	1737
LOC100161080	990
LOC100161081	858
LOC100161082	2204.4
LOC100161083	288
LOC100161085	1477.5
LOC100161087	3093
LOC100161088	1359
LOC100161089	2985
LOC100161090	978
LOC100161091	1419
LOC100161092	546
LOC100161093	1191
LOC100161095	1530
LOC100161096	1263
LOC100161097	786
LOC100161100	1644
LOC100161101	2277.75
LOC100161102	2838
LOC100161103	1380
LOC100161104	1827
LOC100161105	1362
LOC100161106	441
LOC100161107	1638
LOC100161108	4954.5
LOC100161110	840
LOC100161111	2175
LOC100161113	3893.4
LOC100161114	1302
LOC100161116	840
LOC100161117	219
LOC100161118	2115
LOC100161119	1335
LOC100161120	1581
LOC100161121	411
LOC100161122	2760
LOC100161123	1269
LOC100161124	1521
LOC100161126	1215
LOC100161127	3252
LOC100161128	588
LOC100161131	1122
LOC100161134	1245
LOC100161135	2169
LOC100161136	1554
LOC100161137	420
LOC100161138	819
LOC100161139	942
LOC100161144	1191
LOC100161145	2341.5
LOC100161147	1269
LOC100161150	612
LOC100161152	1300
LOC100161153	1917
LOC100161154	1516
LOC100161156	1767
LOC100161157	991.5
LOC100161158	663
LOC100161159	693
LOC100161160	372
LOC100161161	1677
LOC100161162	819
LOC100161164	4683
LOC100161165	924
LOC100161166	1773
LOC100161167	1711.5
LOC100161168	1872
LOC100161169	1371
LOC100161170	2106
LOC100161171	1699
LOC100161173	1086
LOC100161175	3079.5
LOC100161176	756
LOC100161177	1428
LOC100161178	1182
LOC100161179	633
LOC100161181	1935
LOC100161183	539
LOC100161184	1509
LOC100161186	1440
LOC100161187	1049
LOC100161188	2058
LOC100161189	924
LOC100161191	2253
LOC100161194	396
LOC100161195	1560
LOC100161196	195
LOC100161197	3533.25
LOC100161198	702
LOC100161199	945
LOC100161200	1254
LOC100161201	396
LOC100161202	1737
LOC100161203	1707
LOC100161204	1077
LOC100161207	3765.75
LOC100161208	798
LOC100161209	2034.85714285714
LOC100161211	2661
LOC100161212	1827
LOC100161215	762
LOC100161216	3133.2
LOC100161219	1680
LOC100161220	3381
LOC100161222	6375
LOC100161223	1724
LOC100161224	1626
LOC100161225	360
LOC100161226	1275
LOC100161227	1704
LOC100161228	1443.75
LOC100161229	852
LOC100161230	1086
LOC100161231	5928.9
LOC100161233	1207
LOC100161234	999
LOC100161235	2364
LOC100161236	1287
LOC100161237	1077
LOC100161239	939
LOC100161240	1056
LOC100161241	1044
LOC100161242	3663
LOC100161243	546
LOC100161244	543
LOC100161246	3591
LOC100161247	1584
LOC100161248	1236
LOC100161249	1579.5
LOC100161250	2190
LOC100161251	1746
LOC100161252	1470
LOC100161253	639
LOC100161254	849
LOC100161255	1380
LOC100161256	738
LOC100161258	379.5
LOC100161259	1182
LOC100161260	717
LOC100161261	1481.4
LOC100161262	951
LOC100161263	1636.5
LOC100161264	1020
LOC100161266	1032
LOC100161268	1200
LOC100161271	495
LOC100161272	582
LOC100161274	1386
LOC100161275	1281
LOC100161276	2143.5
LOC100161277	489
LOC100161278	675
LOC100161279	1745
LOC100161280	1342.5
LOC100161282	1350
LOC100161284	1287
LOC100161286	1629
LOC100161287	480
LOC100161288	1519
LOC100161290	4101
LOC100161292	705
LOC100161293	9705.6
LOC100161294	639
LOC100161295	1347
LOC100161296	507
LOC100161297	2704.8
LOC100161299	3615
LOC100161300	1882
LOC100161301	1854
LOC100161302	1771.5
LOC100161303	4638
LOC100161304	1695
LOC100161305	576
LOC100161306	573
LOC100161307	1224
LOC100161308	1536
LOC100161310	1485
LOC100161312	1083
LOC100161313	344.142857142857
LOC100161314	1155
LOC100161316	3777
LOC100161317	705
LOC100161318	375
LOC100161319	1590
LOC100161320	750
LOC100161323	4621
LOC100161325	1797
LOC100161326	1839
LOC100161327	1443
LOC100161329	1853
LOC100161330	405
LOC100161332	867
LOC100161333	1434
LOC100161334	681
LOC100161335	2559
LOC100161336	882
LOC100161337	1272
LOC100161338	3288
LOC100161339	1715
LOC100161340	733.5
LOC100161342	1530
LOC100161343	2735
LOC100161344	1326
LOC100161345	4191
LOC100161347	693
LOC100161348	520.5
LOC100161349	1020
LOC100161350	633
LOC100161351	4005
LOC100161353	1323
LOC100161354	2113.5
LOC100161355	1845
LOC100161356	963
LOC100161358	618
LOC100161359	3153
LOC100161360	1339.5
LOC100161361	2460
LOC100161362	1698
LOC100161363	2533
LOC100161364	1197
LOC100161367	540
LOC100161368	3627
LOC100161369	600
LOC100161371	1239
LOC100161372	1533
LOC100161374	2352
LOC100161375	564
LOC100161376	1596
LOC100161379	6681
LOC100161380	1587
LOC100161381	813
LOC100161382	2685
LOC100161383	630
LOC100161384	1044
LOC100161387	618
LOC100161390	1248
LOC100161391	1752
LOC100161393	3834
LOC100161394	1974
LOC100161395	596
LOC100161397	1188
LOC100161398	1762.5
LOC100161399	1227
LOC100161401	912
LOC100161403	831
LOC100161404	777
LOC100161405	1515
LOC100161406	1320
LOC100161407	396
LOC100161408	4373
LOC100161409	1437
LOC100161410	6025.22222222222
LOC100161411	483
LOC100161412	1852
LOC100161413	439.5
LOC100161415	864
LOC100161417	3096
LOC100161418	1723
LOC100161419	1896
LOC100161420	2875.5
LOC100161421	1278
LOC100161422	286.5
LOC100161423	4405.5
LOC100161424	1911
LOC100161427	4311
LOC100161428	1581
LOC100161429	1651
LOC100161430	1789
LOC100161431	1974
LOC100161432	3707.57142857143
LOC100161433	1731
LOC100161434	717
LOC100161435	1944
LOC100161436	1368
LOC100161437	2592
LOC100161439	1722
LOC100161440	2262
LOC100161441	1317
LOC100161442	1875
LOC100161443	966
LOC100161444	747
LOC100161445	757.5
LOC100161446	1677
LOC100161447	978
LOC100161448	1701
LOC100161452	1569
LOC100161453	531
LOC100161454	1629
LOC100161455	9768
LOC100161456	3501
LOC100161457	852
LOC100161458	747
LOC100161459	615
LOC100161460	1190.14285714286
LOC100161461	549
LOC100161462	1173
LOC100161464	2020.5
LOC100161465	324
LOC100161467	1601
LOC100161468	789.6
LOC100161469	2488.125
LOC100161470	4506
LOC100161471	1050
LOC100161473	1893
LOC100161474	1144.5
LOC100161475	1122
LOC100161476	486
LOC100161477	1104.42857142857
LOC100161478	2427
LOC100161479	4532
LOC100161480	1542
LOC100161481	2199
LOC100161482	786
LOC100161483	2175
LOC100161486	960
LOC100161488	744
LOC100161489	1312.5
LOC100161490	786
LOC100161492	627
LOC100161494	1349.66666666667
LOC100161495	2115
LOC100161496	1692
LOC100161497	1026
LOC100161499	948
LOC100161500	489
LOC100161501	678
LOC100161502	1494
LOC100161503	2160
LOC100161504	660
LOC100161505	1450.5
LOC100161506	609
LOC100161507	1710
LOC100161508	897
LOC100161509	3750
LOC100161510	378
LOC100161512	2130
LOC100161513	784
LOC100161514	1209
LOC100161515	2727
LOC100161516	459
LOC100161517	1426.5
LOC100161518	825
LOC100161520	678
LOC100161521	1563
LOC100161522	1014
LOC100161523	1743
LOC100161524	1425
LOC100161525	4227
LOC100161526	1641
LOC100161529	972
LOC100161530	510
LOC100161532	1872
LOC100161533	1632
LOC100161535	1578
LOC100161537	1788
LOC100161538	3747
LOC100161540	2868
LOC100161541	912
LOC100161542	1848
LOC100161543	1266
LOC100161545	969
LOC100161546	1356
LOC100161547	10453
LOC100161548	3482
LOC100161549	1287
LOC100161550	2460
LOC100161553	370.5
LOC100161555	561
LOC100161558	3138
LOC100161559	3571.5
LOC100161562	450
LOC100161564	1711
LOC100161567	1083
LOC100161568	1044
LOC100161569	2479.5
LOC100161573	4524
LOC100161574	1134
LOC100161575	1953
LOC100161576	633
LOC100161577	5337
LOC100161579	1344
LOC100161580	1479
LOC100161581	1155
LOC100161582	561
LOC100161583	1221
LOC100161584	1289.4
LOC100161585	3507
LOC100161586	2577
LOC100161587	1434
LOC100161588	1701
LOC100161589	3033
LOC100161590	926
LOC100161592	750
LOC100161594	1239
LOC100161596	1881
LOC100161597	1684.5
LOC100161598	405
LOC100161599	1497
LOC100161600	2160
LOC100161601	2940
LOC100161602	558
LOC100161604	2217
LOC100161605	2874
LOC100161606	1518
LOC100161607	1608
LOC100161608	6317.57142857143
LOC100161609	1260
LOC100161610	3006
LOC100161611	1392
LOC100161612	579
LOC100161613	1224
LOC100161614	1011
LOC100161615	2707.5
LOC100161617	543
LOC100161618	1440
LOC100161620	1935
LOC100161621	1509
LOC100161622	2901
LOC100161623	1797
LOC100161624	1569
LOC100161626	3166.61538461538
LOC100161627	1557
LOC100161628	2793
